territoire,ligne,nom_ligne,arret_id,code,arret,latitude,longitude
TàD 4306,TàD 4306,TàD 4306,IDFM:415572,,D'Huison,48.45508433472096,2.3390019990452826
TàD 4344,TàD 4344,TàD 4344,IDFM:415572,,D'Huison,48.45508433472096,2.3390019990452826
TàD 4306,TàD 4306,TàD 4306,IDFM:415575,,D'Huison,48.455191080606404,2.3387842531954006
TàD 4344,TàD 4344,TàD 4344,IDFM:415575,,D'Huison,48.455191080606404,2.3387842531954006
TàD ZI Poincy,TàD,TàD ZI Poincy,IDFM:485767,,Daguerre,48.96338387742186,2.91565531828294
TàD ZI Poincy,TàD,TàD ZI Poincy,IDFM:485769,,Daguerre,48.96343792733219,2.9157917992559863
TàD 6131,TàD 6131,TàD 6131,IDFM:12705,,De Gaulle,48.785112010135215,2.1816596109277766
TàD 6131,TàD 6131,TàD 6131,IDFM:12706,,De Gaulle,48.785125754966884,2.1823535520147086
TàD 3209,TàD 3209,TàD 3209,IDFM:9858,,Delort,48.559811291953004,3.3064447517697317
TàD 3209,TàD 3209,TàD 3209,IDFM:492239,,Delort,48.560000474989174,3.3063374432556882
TàD 4592,TàD 4592,TàD 4592,IDFM:11749,,Dispensaire,48.65979006558673,2.336836394836481
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:27682,,Division Leclerc - Langevin,48.94683532045636,2.4593295427045687
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:18815,,Docteur Calmette,48.93920373694356,2.472158720439925
TàD 4595,TàD 4595,TàD 4595,IDFM:3166,,Docteur Darier,48.64407719336655,2.296340674069267
TàD 4595,TàD 4595,TàD 4595,IDFM:10171,,Docteur Darier,48.644079116641585,2.2966664250414666
TàD Roissy Othis,TàD,TàD Roissy Othis,IDFM:37982,,Domaine Ganneron,49.061641455999336,2.681424767229405
TàD Goêle,TàD,TàD Goêle,IDFM:37982,,Domaine Ganneron,49.061641455999336,2.681424767229405
TàD 6131,TàD 6131,TàD 6131,IDFM:12756,,Doumer Lafontaine,48.794754597378464,2.2003765380936287
TàD 3209,TàD 3209,TàD 3209,IDFM:9780,,Dromigny,48.5544664879732,3.292727613478355
TàD 4318,TàD 4318,TàD 4318,IDFM:21570,,Eaux de la Vanne,48.57518377657067,2.4410145992343093
TàD 4318,TàD 4318,TàD 4318,IDFM:10425,,Eaux de la Vanne,48.57513012404272,2.44108295147798
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:19726,,Entretien Nord,49.01186023523295,2.5164352695426992
TàD Roissy Goussainville,TàD,TàD Roissy Goussainville,IDFM:19726,,Entretien Nord,49.01186023523295,2.5164352695426992
TàD Roissy Villiers-le-Bel,TàD,TàD Roissy Villiers-le-Bel,IDFM:19726,,Entretien Nord,49.01186023523295,2.5164352695426992
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:9988,,Entretien Nord,49.01202208669505,2.516433762725722
TàD Roissy Goussainville,TàD,TàD Roissy Goussainville,IDFM:9988,,Entretien Nord,49.01202208669505,2.516433762725722
TàD Roissy Villiers-le-Bel,TàD,TàD Roissy Villiers-le-Bel,IDFM:9988,,Entretien Nord,49.01202208669505,2.516433762725722
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:41576,,Epagnes,49.126515814716306,1.9437526027010636
TàD 4308,TàD 4308,TàD 4308,IDFM:9479,,ESAT,48.538139538031835,2.441057299927218
TàD 4318,TàD 4318,TàD 4318,IDFM:9479,,ESAT,48.538139538031835,2.441057299927218
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:38039,,Espace Prévert,48.984659162163574,2.61883026723584
TàD 4342,TàD 4342,TàD 4342,IDFM:485684,,Ezerville,48.339171269218035,2.2321972081706996
TàD 4342,TàD 4342,TàD 4342,IDFM:485687,,Ezerville,48.3396654693957,2.232095530636246
TàD Sud Meulan - Les Mureaux,TàD,TàD Sud Meulan - Les Mureaux,IDFM:486509,,FAM de Bécheville,48.98572591458421,1.9369813645070089
TàD Sud Meulan - Les Mureaux,TàD,TàD Sud Meulan - Les Mureaux,IDFM:486921,,Family Village Shopping,48.96396090134491,1.8575661603719806
TàD 2429,TàD 2429,TàD 2429,IDFM:11198,,Fanny Marc,48.93749967110877,3.1372649522036737
TàD 2429,TàD 2429,TàD 2429,IDFM:477980,,Fanny Marc,48.93745450510296,3.1374422837628657
TàD 4342,TàD 4342,TàD 4342,IDFM:7282,,Fenneville,48.32756350555375,2.2881983895046716
TàD 4342,TàD 4342,TàD 4342,IDFM:7283,,Fenneville,48.32770704770738,2.2881289866534478
TàD Roissy Saint-Pathus,TàD,TàD Roissy Saint-Pathus,IDFM:415842,,Ferme de l'Etrille,49.03766802973865,2.8018836900755333
TàD Roissy Saint-Pathus,TàD,TàD Roissy Saint-Pathus,IDFM:423549,,Ferme de l'Etrille,49.037695523210985,2.80219814314769
TàD Bassin Chellois,TàD,TàD Bassin Chellois,IDFM:461897,,Foch,48.884517033861265,2.624608741764066
TàD Dimanche,TàD,TàD Dimanche,IDFM:461897,,Foch,48.884517033861265,2.624608741764066
TàD Desserte Hôpital,TàD,TàD Desserte Hôpital,IDFM:461897,,Foch,48.884517033861265,2.624608741764066
TàD Bassin Chellois,TàD,TàD Bassin Chellois,IDFM:461895,,Foch,48.88472305749778,2.624348165610001
TàD Dimanche,TàD,TàD Dimanche,IDFM:461895,,Foch,48.88472305749778,2.624348165610001
TàD Desserte Hôpital,TàD,TàD Desserte Hôpital,IDFM:461895,,Foch,48.88472305749778,2.624348165610001
TàD 4305,TàD 4305,TàD 4305,IDFM:463481,,Fontaine,48.47159792805217,2.3546369976918125
TàD 4305,TàD 4305,TàD 4305,IDFM:463473,,Fontaine,48.472050878945915,2.3552131975907797
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:38166,,Fontaine Mallet,48.952691671441535,2.551394246369285
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:41830,,Fontaine Mallet,48.952602119058824,2.5514940120743277
TàD 4595,TàD 4595,TàD 4595,IDFM:3637,,Fontaine Mansart,48.658726343277586,2.2850912537990746
TàD 4595,TàD 4595,TàD 4595,IDFM:3634,,Fontaine Mansart,48.65867237695267,2.2850919913433163
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:492397,,Forum des Cholettes,48.97812115391307,2.376122284856533
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:38082,,Forum des Cholettes,48.97804093698447,2.3762598589195094
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:471995,,Foyer des Bruyères,48.98141195985269,2.555805024768987
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:472159,,Foyer des Bruyères,48.981366544362324,2.555682456852725
TàD ZI Poincy,TàD,TàD ZI Poincy,IDFM:485763,,Foyer des jeunes travailleurs,48.95940095177909,2.904573264335517
TàD ZI Poincy,TàD,TàD ZI Poincy,IDFM:485766,,Foyer des jeunes travailleurs,48.959463636996695,2.904245409519385
TàD Bassin Chellois,TàD,TàD Bassin Chellois,IDFM:21895,,Foyer Flamant,48.898199841981096,2.590287540164014
TàD Dimanche,TàD,TàD Dimanche,IDFM:21895,,Foyer Flamant,48.898199841981096,2.590287540164014
TàD Desserte Hôpital,TàD,TàD Desserte Hôpital,IDFM:21895,,Foyer Flamant,48.898199841981096,2.590287540164014
TàD Bassin Chellois,TàD,TàD Bassin Chellois,IDFM:21894,,Foyer Flamant,48.8984238672065,2.5900538973318645
TàD Dimanche,TàD,TàD Dimanche,IDFM:21894,,Foyer Flamant,48.8984238672065,2.5900538973318645
TàD Desserte Hôpital,TàD,TàD Desserte Hôpital,IDFM:21894,,Foyer Flamant,48.8984238672065,2.5900538973318645
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:18873,,Francisco Ferrer,48.944745185791014,2.4955843378655684
TàD Roissy Othis,TàD,TàD Roissy Othis,IDFM:38049,,Froids Vents,49.078189202716906,2.6759714511225834
TàD Goêle,TàD,TàD Goêle,IDFM:38049,,Froids Vents,49.078189202716906,2.6759714511225834
TàD Roissy Othis,TàD,TàD Roissy Othis,IDFM:423586,,Froids Vents,49.07802761810588,2.6760682704717915
TàD Goêle,TàD,TàD Goêle,IDFM:423586,,Froids Vents,49.07802761810588,2.6760682704717915
TàD 6131,TàD 6131,TàD 6131,IDFM:12707,,Fronval,48.783085676187945,2.1891907077318153
TàD ZI Poincy,TàD,TàD ZI Poincy,IDFM:485762,,Frères Lumières,48.961982665841184,2.9179518804791575
TàD ZI Poincy,TàD,TàD ZI Poincy,IDFM:485759,,Frères Lumières,48.96257604753829,2.9177870644319706
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:40657,,Fulbert Lenfant,48.982999075780356,2.611505862646947
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:38035,,Fulbert Lenfant,48.9829454773356,2.611615560492861
TàD Nord Meulan - Les Mureaux,TàD,TàD Nord Meulan - Les Mureaux,IDFM:32590,,Gaillonnet,49.023846029063535,1.8747771254126149
TàD Nord Meulan - Les Mureaux,TàD,TàD Nord Meulan - Les Mureaux,IDFM:32589,,Gaillonnet,49.02391139956323,1.8750355176780937
TàD 4592,TàD 4592,TàD 4592,IDFM:483605,,Gallieni,48.665724906224675,2.322108753781064
TàD 4591,TàD 4591,TàD 4591,IDFM:3128,,Gare,48.61570784794554,2.2682997289822517
TàD 4591,TàD 4591,TàD 4591,IDFM:3129,,Gare,48.61565329630155,2.2682055244198973
TàD 3144,TàD 3144,TàD 3144,IDFM:494455,,Gare d'Ozoir-la-Ferrière,48.76989377635941,2.690294592445982
TàD 3144,TàD 3144,TàD 3144,IDFM:494454,,Gare d'Ozoir-la-Ferrière,48.76967813601088,2.6903775095344136
TàD 4342,TàD 4342,TàD 4342,IDFM:11806,,Gare d'Étampes,48.436614754023736,2.159857741621364
TàD 4344,TàD 4344,TàD 4344,IDFM:11806,,Gare d'Étampes,48.436614754023736,2.159857741621364
TàD 4301/4530,TàD 4301,TàD 4301/4530,IDFM:492899,,Gare de Ballancourt,48.532572031826476,2.371021173277814
TàD 4301/4530,TàD 4301,TàD 4301/4530,IDFM:492898,,Gare de Ballancourt,48.53233499714854,2.3704280360829735
TàD Luzarches - Goussainville,TàD,TàD Luzarches - Goussainville,IDFM:38954,,Gare de Belloy Saint-Martin,49.09758760398098,2.3622383289526905
TàD 4342,TàD 4342,TàD 4342,IDFM:7266,,Gare de Boigneville,48.34208956802877,2.3784663331668394
TàD 4343,TàD 4343,TàD 4343,IDFM:7266,,Gare de Boigneville,48.34208956802877,2.3784663331668394
TàD 4342,TàD 4342,TàD 4342,IDFM:485221,,Gare de Boigneville,48.34217160060337,2.3786678054612773
TàD 4305,TàD 4305,TàD 4305,IDFM:494629,,Gare de Bouray,48.53283880805972,2.290559544570913
TàD 4306,TàD 4306,TàD 4306,IDFM:494629,,Gare de Bouray,48.53283880805972,2.290559544570913
TàD 4305,TàD 4305,TàD 4305,IDFM:494628,,Gare de Bouray,48.533019764974064,2.2907331853804234
TàD 4306,TàD 4306,TàD 4306,IDFM:494628,,Gare de Bouray,48.533019764974064,2.2907331853804234
TàD 4305,TàD 4305,TàD 4305,IDFM:7403,,Gare de Boutigny-sur-Essonne,48.435208191663385,2.3767564753864137
TàD 4344,TàD 4344,TàD 4344,IDFM:7271,,Gare de Boutigny-sur-Essonne,48.43515442813869,2.3767976729305995
TàD 4597,TàD 4597,TàD 4597,IDFM:3646,,Gare de Breuillet Village,48.56491895477137,2.1723035146144176
TàD 4591,TàD 4591,TàD 4591,IDFM:2918,,Gare de Brétigny Brossolette,48.60730724007538,2.3014467226967645
TàD 4301/4530,TàD 4301,TàD 4301/4530,IDFM:427101,,Gare de Brétigny Place,48.60680383677525,2.3030404687693795
TàD 4342,TàD 4342,TàD 4342,IDFM:9248,,Gare de Buno - Gironville,48.37028991846383,2.385978580991493
TàD 4342,TàD 4342,TàD 4342,IDFM:9247,,Gare de Buno - Gironville,48.37020275020897,2.386519727869182
TàD 6131,TàD 6131,TàD 6131,IDFM:495800,,Gare de Chaville - Vélizy,48.799291355769434,2.1836291157255867
TàD Bassin Chellois,TàD,TàD Bassin Chellois,IDFM:496479,,Gare de Chelles - Gournay,48.874564951103245,2.584760921258117
TàD Dimanche,TàD,TàD Dimanche,IDFM:496479,,Gare de Chelles - Gournay,48.874564951103245,2.584760921258117
TàD Desserte Hôpital,TàD,TàD Desserte Hôpital,IDFM:496479,,Gare de Chelles - Gournay,48.874564951103245,2.584760921258117
TàD Goêle,TàD,TàD Goêle,IDFM:473128,,Gare de Dammartin - Juilly - Saint-Mard,49.03260736237111,2.6988746428541015
TàD Roissy Saint-Pathus,TàD,TàD Roissy Saint-Pathus,IDFM:490616,,Gare de Dammartin - Juilly - Saint-Mard,49.03280562482182,2.6990512706008287
TàD Eaubonne Domont,TàD,TàD Eaubonne Domont,IDFM:14232,,Gare de Domont,49.032489361450004,2.337697335290863
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:494132,,Gare de Garges - Sarcelles,48.97681658439402,2.3917522247608476
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:487552,,Gare de Garges - Sarcelles,48.9775347328393,2.389735658462419
TàD Luzarches - Goussainville,TàD,TàD Luzarches - Goussainville,IDFM:37945,,Gare de Goussainville,49.02405008021774,2.4627642879538274
TàD Roissy Goussainville,TàD,TàD Roissy Goussainville,IDFM:495780,,Gare de Goussainville,49.023904807053164,2.4624513101557017
TàD Gretz-Tournan,TàD,TàD Gretz-Tournan,IDFM:495916,,Gare de Gretz-Armainvilliers,48.74545241829375,2.7291449676482116
TàD 4305,TàD 4305,TàD 4305,IDFM:11808,,Gare de la Ferté-Alais,48.48492781080779,2.350832790725956
TàD 4306,TàD 4306,TàD 4306,IDFM:11808,,Gare de la Ferté-Alais,48.48492781080779,2.350832790725956
TàD 4344,TàD 4344,TàD 4344,IDFM:11808,,Gare de la Ferté-Alais,48.48492781080779,2.350832790725956
TàD 4305,TàD 4305,TàD 4305,IDFM:11807,,Gare de la Ferté-Alais,48.48511842150954,2.3511416888856176
TàD 4306,TàD 4306,TàD 4306,IDFM:11807,,Gare de la Ferté-Alais,48.48511842150954,2.3511416888856176
TàD 4344,TàD 4344,TàD 4344,IDFM:11807,,Gare de la Ferté-Alais,48.48511842150954,2.3511416888856176
TàD 2429,TàD 2429,TàD 2429,IDFM:484441,,Gare de La Ferté-sous-Jouarre (Quai J),48.95044524596032,3.1240962202546325
TàD Roissy Fosses,TàD,TàD Roissy Fosses,IDFM:419756,,Gare de Louvres,49.04923219278951,2.50140877169012
TàD Roissy Fosses,TàD,TàD Roissy Fosses,IDFM:461685,,Gare de Louvres,49.04898800465187,2.5010691264513816
TàD Luzarches - Goussainville,TàD,TàD Luzarches - Goussainville,IDFM:494505,,Gare de Luzarches,49.11794049699035,2.4220260957704864
TàD 4342,TàD 4342,TàD 4342,IDFM:7324,,Gare de Maisse,48.39269200651419,2.3928767871568906
TàD 4308,TàD 4308,TàD 4308,IDFM:422729,,Gare de Mennecy Rue de l'Abreuvoir,48.57159523885999,2.4335569287781342
TàD 4318,TàD 4318,TàD 4318,IDFM:422729,,Gare de Mennecy Rue de l'Abreuvoir,48.57159523885999,2.4335569287781342
TàD 4308,TàD 4308,TàD 4308,IDFM:470701,,Gare de Mennecy Rue de l'Abreuvoir,48.5714859413718,2.433273454383288
TàD 4318,TàD 4318,TàD 4318,IDFM:470701,,Gare de Mennecy Rue de l'Abreuvoir,48.5714859413718,2.433273454383288
TàD Nord Meulan - Les Mureaux,TàD,TàD Nord Meulan - Les Mureaux,IDFM:13592,,Gare de Meulan - Hardricourt,49.00578318132421,1.9004020172260057
TàD Nord Meulan - Les Mureaux,TàD,TàD Nord Meulan - Les Mureaux,IDFM:427770,,Gare de Meulan - Hardricourt,49.00537845665813,1.9003969153838527
TàD Goêle,TàD,TàD Goêle,IDFM:21220,,Gare de Mitry - Claye,48.97587670910175,2.6431962994770806
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:424254,,Gare de Mitry - Claye,48.975831504623045,2.6431146482554793
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:494649,,Gare de Roissypôle - Aéroport CDG 1,49.01032742614764,2.5597542605471184
TàD Roissy Saint-Pathus,TàD,TàD Roissy Saint-Pathus,IDFM:494986,,Gare de Roissypôle - Aéroport CDG 1 (D1),49.01044426928401,2.5597396008044906
TàD Roissy Fosses,TàD,TàD Roissy Fosses,IDFM:493072,,Gare de Roissypôle - Aéroport CDG 1 (Terminal 3) (D4),49.0103700271194,2.5591114372323225
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:495004,,Gare de Roissypôle - Aéroport CDG1 (B4),49.010162964884266,2.559044847981821
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:426812,,Gare de Roissypôle - Aéroport CDG1 (C3),49.01031649952245,2.5593152785090347
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:426813,,Gare de Roissypôle - Aéroport CDG1 Terminal 3 (C4),49.010290004685544,2.559069276593061
TàD 4595,TàD 4595,TàD 4595,IDFM:3403,,Gare de Saint-Michel-sur-Orge,48.63581210550335,2.307350024706489
TàD 4592,TàD 4592,TàD 4592,IDFM:3350,,Gare de Sainte-Geneviève-des-Bois,48.653587309251186,2.3136857017751913
TàD 4592,TàD 4592,TàD 4592,IDFM:483617,,Gare de Sainte-Geneviève-des-Bois,48.653561247641505,2.3154102550753746
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:5606,,Gare de Sarcelles - Saint-Brice,48.99495485824596,2.3675158323730905
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:497124,,Gare de Sevran - Livry,48.93553073927006,2.53411149091094
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:19264,,Gare de Sevran - Livry,48.93576613277351,2.534518877698509
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:490619,,Gare de Sevran Beaudottes,48.94745921587213,2.5237376531441558
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:19175,,Gare de Sevran Beaudottes,48.9474691841973,2.5239833142906134
TàD Roissy Fosses,TàD,TàD Roissy Fosses,IDFM:497078,,Gare de Survilliers - Fosses,49.099681528319884,2.5252835010077335
TàD Gretz-Tournan,TàD,TàD Gretz-Tournan,IDFM:16196,,Gare de Tournan,48.73864624674058,2.75968090049199
TàD Bassin Chellois,TàD,TàD Bassin Chellois,IDFM:472912,,Gare de Vaires - Torcy,48.87588269212155,2.6389185529821333
TàD Dimanche,TàD,TàD Dimanche,IDFM:472912,,Gare de Vaires - Torcy,48.87588269212155,2.6389185529821333
TàD Desserte Hôpital,TàD,TàD Desserte Hôpital,IDFM:472912,,Gare de Vaires - Torcy,48.87588269212155,2.6389185529821333
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:29694,,Gare de Valmondois,49.09170215060282,2.203150496150086
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:422981,,Gare de Valmondois,49.091861987901005,2.2028468297797423
TàD Sud Meulan - Les Mureaux,TàD,TàD Sud Meulan - Les Mureaux,IDFM:13312,,Gare de Vernouillet - Verneuil (2B),48.980831354873914,1.9823320550513026
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:21238,,Gare de Villeparisis - Mitry-le-Neuf,48.953684021573345,2.6033137188767888
TàD Sud Meulan - Les Mureaux,TàD,TàD Sud Meulan - Les Mureaux,IDFM:32736,,Gare des Mureaux (B2),48.993136402153276,1.912928042103411
TàD 4342,TàD 4342,TàD 4342,IDFM:7332,,Gare Routière,48.40064309438715,2.47945799673578
TàD 4344,TàD 4344,TàD 4344,IDFM:7332,,Gare Routière,48.40064309438715,2.47945799673578
TàD 4342,TàD 4342,TàD 4342,IDFM:7333,,Gare Routière,48.40041055133962,2.4797710491906857
TàD 4344,TàD 4344,TàD 4344,IDFM:7333,,Gare Routière,48.40041055133962,2.4797710491906857
TàD Nangis / Saint-Just,TàD,TàD Nangis / Saint-Just,IDFM:9706,,Gare SNCF / Nangis,48.561023937839124,3.0125220356498703
TàD Nangis / La-Chapelle-Rablais,TàD,TàD Nangis / La-Chapelle-Rablais,IDFM:9706,,Gare SNCF / Nangis,48.561023937839124,3.0125220356498703
TàD 3209,TàD 3209,TàD 3209,IDFM:9840,,Gare SNCF Quai 2,48.55586342822248,3.30246485213134
TàD 4592,TàD 4592,TàD 4592,IDFM:492895,,Gare Tram d'Épinay-sur-Orge,48.67043049749541,2.335098933472684
TàD 4592,TàD 4592,TàD 4592,IDFM:483608,,Garenne,48.66562823866123,2.320928582382462
TàD Roissy Othis,TàD,TàD Roissy Othis,IDFM:42061,,Garenne,49.05759431141819,2.687921078009767
TàD Goêle,TàD,TàD Goêle,IDFM:42061,,Garenne,49.05759431141819,2.687921078009767
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:19401,,Gaston Bussière,48.93826385262636,2.5293366425480124
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:19048,,Gaston Bussière,48.937348986522714,2.5299455311463626
TàD 4595,TàD 4595,TàD 4595,IDFM:3167,,Gaudrons,48.64990004746253,2.284750290768878
TàD 4305,TàD 4305,TàD 4305,IDFM:415592,,Gendarmerie,48.47796768530011,2.354694004883186
TàD 4305,TàD 4305,TàD 4305,IDFM:415595,,Gendarmerie,48.477781566642,2.3552104687078117
TàD Roissy Fosses,TàD,TàD Roissy Fosses,IDFM:419729,,Gendarmerie,49.09902213632988,2.5132809344262976
TàD Roissy Fosses,TàD,TàD Roissy Fosses,IDFM:419728,,Gendarmerie,49.09910344315184,2.513376021127661
TàD 4308,TàD 4308,TàD 4308,IDFM:9442,,Gendarmerie,48.56389978836908,2.4289236292526732
TàD 4318,TàD 4318,TàD 4318,IDFM:9442,,Gendarmerie,48.56389978836908,2.4289236292526732
TàD 4308,TàD 4308,TàD 4308,IDFM:10427,,Gendarmerie,48.563954150017096,2.429004355495619
TàD 4318,TàD 4318,TàD 4318,IDFM:10427,,Gendarmerie,48.563954150017096,2.429004355495619
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:37993,,Georges Brassens,48.9745911751165,2.407064010526394
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:37992,,Georges Brassens,48.974512609635596,2.4075430120472205
TàD Roissy Goussainville,TàD,TàD Roissy Goussainville,IDFM:38565,,Georges Brassens,49.04300809806587,2.4674785198048386
TàD Roissy Goussainville,TàD,TàD Roissy Goussainville,IDFM:38453,,Georges Brassens,49.043016483042464,2.467341652739367
TàD ZI Poincy,TàD,TàD ZI Poincy,IDFM:478008,,Georges Claude,48.956747752685466,2.9159938048710266
TàD ZI Poincy,TàD,TàD ZI Poincy,IDFM:493643,,Georges Claude Quai 1,48.9567661948561,2.9166492205097727
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:38169,,Georges Sachet,48.95498728598427,2.5472779841769637
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:19080,,Georges Sachet,48.953824570966525,2.5489539624945747
TàD Nangis / La-Chapelle-Rablais,TàD,TàD Nangis / La-Chapelle-Rablais,IDFM:9809,,Glatigny,48.54446268754925,2.9509437538329095
TàD 2429,TàD 2429,TàD 2429,IDFM:10716,,Gouffre du Biercy,48.9186443357777,3.1573963583361544
TàD 2429,TàD 2429,TàD 2429,IDFM:10715,,Gouffre du Biercy,48.918482664551014,3.157245773398518
TàD Courtaboeuf,TàD,TàD Courtaboeuf,IDFM:485332,,Grand Dôme,48.69017780083209,2.228156694998702
TàD 4342,TàD 4342,TàD 4342,IDFM:495773,,Grand Freneville,48.41096788969338,2.2912854047906164
TàD 4342,TàD 4342,TàD 4342,IDFM:7379,,Grand Freneville,48.411771325407926,2.2932476242245445
TàD Roissy Othis,TàD,TàD Roissy Othis,IDFM:423826,,Grande Borne,49.01486621678635,2.6002490390038426
TàD Roissy Othis,TàD,TàD Roissy Othis,IDFM:38027,,Grande Borne,49.015054588775364,2.6001108831153967
TàD Roissy Saint-Pathus,TàD,TàD Roissy Saint-Pathus,IDFM:38027,,Grande Borne,49.015054588775364,2.6001108831153967
TàD 4342,TàD 4342,TàD 4342,IDFM:412646,,Grande Place,48.42271950788245,2.2239883909937372
TàD 4344,TàD 4344,TàD 4344,IDFM:412646,,Grande Place,48.42271950788245,2.2239883909937372
TàD Bassin Chellois,TàD,TàD Bassin Chellois,IDFM:2269,,Grande Prairie,48.86991204539458,2.5786361095908217
TàD Dimanche,TàD,TàD Dimanche,IDFM:2269,,Grande Prairie,48.86991204539458,2.5786361095908217
TàD Desserte Hôpital,TàD,TàD Desserte Hôpital,IDFM:2269,,Grande Prairie,48.86991204539458,2.5786361095908217
TàD Bassin Chellois,TàD,TàD Bassin Chellois,IDFM:2270,,Grande Prairie,48.86986034133374,2.579277256121905
TàD Dimanche,TàD,TàD Dimanche,IDFM:2270,,Grande Prairie,48.86986034133374,2.579277256121905
TàD Desserte Hôpital,TàD,TàD Desserte Hôpital,IDFM:2270,,Grande Prairie,48.86986034133374,2.579277256121905
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:32429,,Grande Rue,49.08240840925061,1.8703443272097364
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:29593,,Grande Rue,49.14967345032616,2.1497893995533057
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:417059,,Grande Rue,49.15280295653775,1.8854369370125708
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:38156,,Grillons,48.944592410625546,2.603273842642161
TàD Roissy Saint-Pathus,TàD,TàD Roissy Saint-Pathus,IDFM:423842,,Gros Merisier,49.07373256399073,2.8246151521644345
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:490620,,Gros Saule,48.94941382590368,2.520033328573309
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:19025,,Gros Saule,48.94944618410442,2.5191319031488644
TàD Nord Meulan - Les Mureaux,TàD,TàD Nord Meulan - Les Mureaux,IDFM:32612,,Groupe Scolaire Lachiver,49.00569888733684,1.8970958317358944
TàD Nord Meulan - Les Mureaux,TàD,TàD Nord Meulan - Les Mureaux,IDFM:32613,,Groupe Scolaire Lachiver,49.005915175891396,1.89714591687194
TàD 4301/4530,TàD 4301,TàD 4301/4530,IDFM:411533,,Guichet,48.57810966266798,2.361052512462768
TàD 4301/4530,TàD 4301,TàD 4301/4530,IDFM:35329,,Guichet,48.578054745938395,2.3608769433080132
TàD 4342,TàD 4342,TàD 4342,IDFM:37347,,Guignonville,48.398676169825876,2.2098461424319504
TàD Nord Meulan - Les Mureaux,TàD,TàD Nord Meulan - Les Mureaux,IDFM:32610,,Guillaume de Beaumont,49.00716732267349,1.8973790555645225
TàD Roissy Othis,TàD,TàD Roissy Othis,IDFM:38050,,Guincourt,49.079569121506466,2.6742108248482985
TàD Goêle,TàD,TàD Goêle,IDFM:38050,,Guincourt,49.079569121506466,2.6742108248482985
TàD Roissy Othis,TàD,TàD Roissy Othis,IDFM:423584,,Guincourt,49.07974853844322,2.6740591344065865
TàD Goêle,TàD,TàD Goêle,IDFM:423584,,Guincourt,49.07974853844322,2.6740591344065865
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:38037,,Guy Môquet,48.97544922360945,2.6326535925859718
TàD 4592,TàD 4592,TàD 4592,IDFM:11828,,Guy Môquet,48.66528168056854,2.331226337476044
TàD 4592,TàD 4592,TàD 4592,IDFM:11827,,Guy Môquet,48.66553375182371,2.3312638530190477
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:39122,,Guy Môquet,48.975530780091,2.6328579189557555
TàD Bassin Chellois,TàD,TàD Bassin Chellois,IDFM:16738,,Gymnase,48.86856101441343,2.632603100664278
