territoire,ligne,nom_ligne,arret_id,code,arret,latitude,longitude
TàD Goêle,TàD,TàD Goêle,IDFM:487485,,Les Chênes,49.05852366349002,2.714526937516877
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:41749,,Les Closeaux,49.11057455371507,1.9635269265323478
TàD Roissy Goussainville,TàD,TàD Roissy Goussainville,IDFM:38500,,Les Coteaux,49.02831252170919,2.4812214137685844
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:21235,,Les Cèdres,48.93882699470217,2.6056520609451086
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:416961,,Les Côteaux,49.089255870720194,1.9879399021286166
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:18974,,Les Deux Cèdres,49.00089814620478,2.5275528685778146
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:39166,,Les Deux Cèdres,49.001727009395054,2.5279553459641217
TàD Roissy Goussainville,TàD,TàD Roissy Goussainville,IDFM:39166,,Les Deux Cèdres,49.001727009395054,2.5279553459641217
TàD Roissy Villiers-le-Bel,TàD,TàD Roissy Villiers-le-Bel,IDFM:39166,,Les Deux Cèdres,49.001727009395054,2.5279553459641217
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:39166,,Les Deux Cèdres,49.001727009395054,2.5279553459641217
TàD 4305,TàD 4305,TàD 4305,IDFM:427804,,Les Deux Ponts,48.48154682082507,2.3511317076219362
TàD 4306,TàD 4306,TàD 4306,IDFM:427804,,Les Deux Ponts,48.48154682082507,2.3511317076219362
TàD 4305,TàD 4305,TàD 4305,IDFM:427807,,Les Deux Ponts,48.48102484584768,2.3510975640966567
TàD 4306,TàD 4306,TàD 4306,IDFM:427807,,Les Deux Ponts,48.48102484584768,2.3510975640966567
TàD 4595,TàD 4595,TàD 4595,IDFM:3173,,Les Echassons,48.65498893875372,2.2798744960625186
TàD 4595,TàD 4595,TàD 4595,IDFM:10173,,Les Echassons,48.65540391182711,2.2800724386995355
TàD 4301/4530,TàD 4301,TàD 4301/4530,IDFM:11885,,Les Fleurs,48.53502560700941,2.350510627920404
TàD 4301/4530,TàD 4301,TàD 4301/4530,IDFM:11886,,Les Fleurs,48.5350084300939,2.3506598436027955
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:40714,,Les Fougères,48.9560794867095,2.5459848911121137
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:38167,,Les Fougères,48.95617762561838,2.5457792065989735
TàD Roissy Saint-Pathus,TàD,TàD Roissy Saint-Pathus,IDFM:38375,,Les Frênes,49.08373750960008,2.7894838202166756
TàD Roissy Fosses,TàD,TàD Roissy Fosses,IDFM:38782,,Les Grands Prés,49.09976926396716,2.5480541567071056
TàD Roissy Fosses,TàD,TàD Roissy Fosses,IDFM:419497,,Les Grands Prés,49.09974275402916,2.548177624615896
TàD Roissy Villiers-le-Bel,TàD,TàD Roissy Villiers-le-Bel,IDFM:38145,,Les Lierres - Hérivaux,49.00743253708836,2.394715262192335
TàD Roissy Villiers-le-Bel,TàD,TàD Roissy Villiers-le-Bel,IDFM:25472,,Les Lierres - Louise Michel,49.0069721810021,2.3925883082735475
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:38555,,Les Lochères,48.97843676316115,2.3849982888715653
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:38085,,Les Lochères,48.97864322729602,2.3849275395497607
TàD Aigremont - Chambourcy,TàD,TàD Aigremont - Chambourcy,IDFM:34679,,Les Meuniers,48.9010428511075,2.0244483593521414
TàD Roissy Villiers-le-Bel,TàD,TàD Roissy Villiers-le-Bel,IDFM:38006,,Les Mines,48.98495532812761,2.473647824042801
TàD Roissy Villiers-le-Bel,TàD,TàD Roissy Villiers-le-Bel,IDFM:423568,,Les Mines,48.984858315837556,2.473057207767192
TàD Roissy Goussainville,TàD,TàD Roissy Goussainville,IDFM:38043,,Les Montagnettes,49.0358713060174,2.4701365305662835
TàD Roissy Goussainville,TàD,TàD Roissy Goussainville,IDFM:38042,,Les Montagnettes,49.035916806529286,2.4702591522556965
TàD Nangis / La-Chapelle-Rablais,TàD,TàD Nangis / La-Chapelle-Rablais,IDFM:9717,,Les Montils,48.50835203618098,2.9467806174993587
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:38174,,Les Mousseaux,48.96237283422793,2.5408905749783015
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:423601,,Les Mousseaux,48.96225525600707,2.540714075098967
TàD 4305,TàD 4305,TàD 4305,IDFM:11890,,Les Murs,48.50051783101288,2.3523861782683286
TàD 4305,TàD 4305,TàD 4305,IDFM:11889,,Les Murs,48.49942633551048,2.351844650563522
TàD Roissy Goussainville,TàD,TàD Roissy Goussainville,IDFM:38675,,Les Olympiades,49.02184258418079,2.455786786133014
TàD Luzarches - Goussainville,TàD,TàD Luzarches - Goussainville,IDFM:38047,,Les Olympiades,49.021789563868815,2.4559924296728477
TàD Roissy Saint-Pathus,TàD,TàD Roissy Saint-Pathus,IDFM:423537,,Les Ormes,49.08196828476471,2.7906681786795042
TàD Roissy Saint-Pathus,TàD,TàD Roissy Saint-Pathus,IDFM:38163,,Les Ormes,49.081627068682245,2.7909296282002263
TàD 4595,TàD 4595,TàD 4595,IDFM:483625,,Les Palefreniers,48.645127874976744,2.3036973901916715
TàD 4595,TàD 4595,TàD 4595,IDFM:483622,,Les Palefreniers,48.64519131240857,2.3037779918744707
TàD 4305,TàD 4305,TàD 4305,IDFM:11891,,Les Plantes,48.52269538439357,2.3494715641494524
TàD 4301/4530,TàD 4301,TàD 4301/4530,IDFM:11891,,Les Plantes,48.52269538439357,2.3494715641494524
TàD 4305,TàD 4305,TàD 4305,IDFM:11892,,Les Plantes,48.523027845412685,2.349399727685428
TàD 4301/4530,TàD 4301,TàD 4301/4530,IDFM:11892,,Les Plantes,48.523027845412685,2.349399727685428
TàD Goêle,TàD,TàD Goêle,IDFM:481045,,Les Prés Boucher,49.06539884943325,2.691349820686472
TàD Goêle,TàD,TàD Goêle,IDFM:481043,,Les Prés Boucher,49.065533509326805,2.6912669166321246
TàD 4342,TàD 4342,TàD 4342,IDFM:37099,,Les Rabiers,48.34494810543196,2.3796877794493123
TàD 4342,TàD 4342,TàD 4342,IDFM:37100,,Les Rabiers,48.34492040846779,2.3795531382334265
TàD 4343,TàD 4343,TàD 4343,IDFM:37100,,Les Rabiers,48.34492040846779,2.3795531382334265
TàD 4592,TàD 4592,TàD 4592,IDFM:23082,,Les Rios,48.655844996105856,2.299753160478858
TàD 4318,TàD 4318,TàD 4318,IDFM:21583,,Les Rochers,48.573764232483434,2.458909592827197
TàD 4318,TàD 4318,TàD 4318,IDFM:9463,,Les Rochers,48.57365715319361,2.459100476565156
TàD Goêle,TàD,TàD Goêle,IDFM:38252,,Les Sablons,49.05243370167812,2.688143635193716
TàD Goêle,TàD,TàD Goêle,IDFM:423813,,Les Sablons,49.05251469617813,2.688170509310968
TàD Roissy Saint-Pathus,TàD,TàD Roissy Saint-Pathus,IDFM:415829,,Les Sources,49.07657350278965,2.7906899488670143
TàD Roissy Saint-Pathus,TàD,TàD Roissy Saint-Pathus,IDFM:38383,,Les Sources,49.07633889312937,2.7902118635419813
TàD 4595,TàD 4595,TàD 4595,IDFM:483626,,Les Tilleuls,48.63818816890947,2.302948232658907
TàD 4595,TàD 4595,TàD 4595,IDFM:483628,,Les Tilleuls,48.639063181015196,2.303370904525343
TàD Luzarches - Goussainville,TàD,TàD Luzarches - Goussainville,IDFM:38950,,Les Tilleuls,49.09637153694906,2.4530466158199977
TàD Goêle,TàD,TàD Goêle,IDFM:423756,,Les Tournelles,49.03956005123006,2.692583931225152
TàD Goêle,TàD,TàD Goêle,IDFM:487253,,Les Tournelles,49.04004566813984,2.6926084096958336
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:29529,,Les Tuileries,49.177721808791595,2.0269286230377888
TàD Goêle,TàD,TàD Goêle,IDFM:40644,,Les Verdiers,49.01751657692662,2.7051415116192468
TàD Goêle,TàD,TàD Goêle,IDFM:41633,,Les Verdiers,49.01748027385381,2.7050050060906234
TàD Roissy Saint-Pathus,TàD,TàD Roissy Saint-Pathus,IDFM:423535,,Les Écoles,49.07281154666793,2.793839151606571
TàD Roissy Saint-Pathus,TàD,TàD Roissy Saint-Pathus,IDFM:38374,,Les Écoles,49.07324051650285,2.7923183220784273
TàD 4595,TàD 4595,TàD 4595,IDFM:3174,,Leuville,48.628585245662876,2.288420499438631
TàD Bassin Chellois,TàD,TàD Bassin Chellois,IDFM:16756,,Levasseur,48.9035245968161,2.6039278708491556
TàD Dimanche,TàD,TàD Dimanche,IDFM:16756,,Levasseur,48.9035245968161,2.6039278708491556
TàD Desserte Hôpital,TàD,TàD Desserte Hôpital,IDFM:16756,,Levasseur,48.9035245968161,2.6039278708491556
TàD Bassin Chellois,TàD,TàD Bassin Chellois,IDFM:16755,,Levasseur,48.903646519309994,2.6027265049896102
TàD Dimanche,TàD,TàD Dimanche,IDFM:16755,,Levasseur,48.903646519309994,2.6027265049896102
TàD Desserte Hôpital,TàD,TàD Desserte Hôpital,IDFM:16755,,Levasseur,48.903646519309994,2.6027265049896102
TàD 3209,TàD 3209,TàD 3209,IDFM:425140,,Libération,48.56154257426509,3.3083250810153664
TàD 3209,TàD 3209,TàD 3209,IDFM:10458,,Libération,48.56171250287824,3.3087055441559654
TàD Nord Meulan - Les Mureaux,TàD,TàD Nord Meulan - Les Mureaux,IDFM:32611,,Lieutenant Martin,49.00760223378284,1.8967546823900556
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:39113,,Lilas,48.96147014623013,2.602899246123472
TàD 4595,TàD 4595,TàD 4595,IDFM:3164,,Linas,48.62946097169609,2.2844460780541165
TàD Bassin Chellois,TàD,TàD Bassin Chellois,IDFM:16760,,Lindau,48.88351405407329,2.6063300167522336
TàD Dimanche,TàD,TàD Dimanche,IDFM:16760,,Lindau,48.88351405407329,2.6063300167522336
TàD Desserte Hôpital,TàD,TàD Desserte Hôpital,IDFM:16760,,Lindau,48.88351405407329,2.6063300167522336
TàD Bassin Chellois,TàD,TàD Bassin Chellois,IDFM:16759,,Lindau,48.88329151663273,2.6070271354366326
TàD Dimanche,TàD,TàD Dimanche,IDFM:16759,,Lindau,48.88329151663273,2.6070271354366326
TàD Desserte Hôpital,TàD,TàD Desserte Hôpital,IDFM:16759,,Lindau,48.88329151663273,2.6070271354366326
TàD Roissy Saint-Pathus,TàD,TàD Roissy Saint-Pathus,IDFM:415843,,Logis Vert,49.042445233057606,2.8090462419322417
TàD Roissy Saint-Pathus,TàD,TàD Roissy Saint-Pathus,IDFM:423550,,Logis Vert,49.04231051079614,2.8091424810486365
TàD 4592,TàD 4592,TàD 4592,IDFM:483604,,Longpont,48.66625097321957,2.3276424719159863
TàD 4592,TàD 4592,TàD 4592,IDFM:483601,,Longpont,48.666169717495094,2.327589197589022
TàD 4301/4530,TàD 4301,TàD 4301/4530,IDFM:11900,,Longue Raie,48.53537960740757,2.354393892243416
TàD 4301/4530,TàD 4301,TàD 4301/4530,IDFM:11899,,Longue Raie,48.53549640002402,2.3543653626536494
TàD Nangis / La-Chapelle-Rablais,TàD,TàD Nangis / La-Chapelle-Rablais,IDFM:424860,,Lotissement,48.55563793784833,2.9223550831768996
TàD Nangis / La-Chapelle-Rablais,TàD,TàD Nangis / La-Chapelle-Rablais,IDFM:9728,,Lotissement,48.555467234925956,2.9226805493839874
TàD 3209,TàD 3209,TàD 3209,IDFM:10020,,Lotissement,48.56714759461682,3.3182657947683873
TàD 4305,TàD 4305,TàD 4305,IDFM:35973,,Lotissement,48.54308733177421,2.3233286545167116
TàD Roissy Juilly,TàD,TàD Roissy Juilly,IDFM:39062,,Louis Blériot,48.99494191747471,2.6560883848372705
TàD Roissy Villiers-le-Bel,TàD,TàD Roissy Villiers-le-Bel,IDFM:37935,,Louis Perrein,49.00152701991279,2.405991223648121
TàD 4308,TàD 4308,TàD 4308,IDFM:9474,,Louteville Pavillons,48.50911296755078,2.467266450935152
TàD 4308,TàD 4308,TàD 4308,IDFM:9475,,Louteville Pavillons,48.509236234675015,2.4666694869014303
TàD 6131,TàD 6131,TàD 6131,IDFM:38967,,Louvois,48.7803222538409,2.195521300989109
TàD Goêle,TàD,TàD Goêle,IDFM:481051,,Lucie Aubrac,49.061079887788445,2.673204930911351
TàD 4591,TàD 4591,TàD 4591,IDFM:9891,,Lucien Clause,48.605860985009336,2.3002588089665665
TàD 4301/4530,TàD 4301,TàD 4301/4530,IDFM:2742,,Lycée,48.60853128607405,2.313937141255278
TàD 4301/4530,TàD 4301,TàD 4301/4530,IDFM:2743,,Lycée,48.608682086815854,2.3135689149463605
TàD 4306,TàD 4306,TàD 4306,IDFM:11874,,Lycée A. Denis,48.484131356204735,2.3337238957747486
TàD 4306,TàD 4306,TàD 4306,IDFM:11875,,Lycée A. Denis,48.48348941567504,2.331553318829844
TàD Roissy Othis,TàD,TàD Roissy Othis,IDFM:38280,,Lycée Charles de Gaulle,49.04714357633433,2.6669182614709253
TàD Goêle,TàD,TàD Goêle,IDFM:487088,,Lycée Charles de Gaulle,49.04716178694571,2.6670002186541515
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:18932,,Lycée Jean Zay,48.93957557456266,2.5088621556366295
TàD Roissy Sud,TàD,TàD Roissy Sud,IDFM:18999,,Lycée Jean Zay,48.939596521491524,2.509585453541287
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:8626,,Lycée Pissarro,49.05811965314721,2.0907165564424743
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:8685,,Lycée Pissarro,49.05706327780653,2.091337092560399
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:28311,,Lycée René Cassin,48.982775464065924,2.4333525529368254
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:38005,,Lycée René Cassin,48.98269743887762,2.4339682057944714
TàD 4342,TàD 4342,TàD 4342,IDFM:11903,,Lycée Saint Hilaire,48.43559903487928,2.1498823997909295
TàD 4344,TàD 4344,TàD 4344,IDFM:11903,,Lycée Saint Hilaire,48.43559903487928,2.1498823997909295
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:38611,,Léon Blum,48.9816102874996,2.428474265069424
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:38017,,Léon Blum,48.98158721393673,2.42929423784359
TàD Bassin Chellois,TàD,TàD Bassin Chellois,IDFM:21244,,Madeleine,48.888696582529704,2.6070954432694307
TàD Dimanche,TàD,TàD Dimanche,IDFM:21244,,Madeleine,48.888696582529704,2.6070954432694307
TàD Desserte Hôpital,TàD,TàD Desserte Hôpital,IDFM:21244,,Madeleine,48.888696582529704,2.6070954432694307
TàD Bassin Chellois,TàD,TàD Bassin Chellois,IDFM:21243,,Madeleine,48.88836286272697,2.6067979399850163
TàD Dimanche,TàD,TàD Dimanche,IDFM:21243,,Madeleine,48.88836286272697,2.6067979399850163
TàD Desserte Hôpital,TàD,TàD Desserte Hôpital,IDFM:21243,,Madeleine,48.88836286272697,2.6067979399850163
TàD Bassin Chellois,TàD,TàD Bassin Chellois,IDFM:493049,,Mairie,48.914798740908296,2.664845469683524
TàD Dimanche,TàD,TàD Dimanche,IDFM:493049,,Mairie,48.914798740908296,2.664845469683524
TàD Desserte Hôpital,TàD,TàD Desserte Hôpital,IDFM:493049,,Mairie,48.914798740908296,2.664845469683524
TàD Dimanche,TàD,TàD Dimanche,IDFM:16765,,Mairie,48.94538361168966,2.6884578792549916
TàD Desserte Hôpital,TàD,TàD Desserte Hôpital,IDFM:16765,,Mairie,48.94538361168966,2.6884578792549916
TàD Bassin Chellois,TàD,TàD Bassin Chellois,IDFM:16769,,Mairie,48.91478033564773,2.6646955018787484
TàD Dimanche,TàD,TàD Dimanche,IDFM:16769,,Mairie,48.91478033564773,2.6646955018787484
TàD Desserte Hôpital,TàD,TàD Desserte Hôpital,IDFM:16769,,Mairie,48.91478033564773,2.6646955018787484
TàD Bassin Chellois,TàD,TàD Bassin Chellois,IDFM:16768,,Mairie,48.915010045525115,2.629710073486858
TàD Dimanche,TàD,TàD Dimanche,IDFM:16768,,Mairie,48.915010045525115,2.629710073486858
TàD Desserte Hôpital,TàD,TàD Desserte Hôpital,IDFM:16768,,Mairie,48.915010045525115,2.629710073486858
TàD Bassin Chellois,TàD,TàD Bassin Chellois,IDFM:16762,,Mairie,48.88262054549841,2.6307312574593986
TàD Dimanche,TàD,TàD Dimanche,IDFM:16762,,Mairie,48.88262054549841,2.6307312574593986
TàD Desserte Hôpital,TàD,TàD Desserte Hôpital,IDFM:16762,,Mairie,48.88262054549841,2.6307312574593986
TàD Bassin Chellois,TàD,TàD Bassin Chellois,IDFM:16761,,Mairie,48.882621470347694,2.6310312387760213
TàD Dimanche,TàD,TàD Dimanche,IDFM:16761,,Mairie,48.882621470347694,2.6310312387760213
TàD Desserte Hôpital,TàD,TàD Desserte Hôpital,IDFM:16761,,Mairie,48.882621470347694,2.6310312387760213
TàD Nangis / La-Chapelle-Rablais,TàD,TàD Nangis / La-Chapelle-Rablais,IDFM:425302,,Mairie,48.55799921664967,2.9156843892539235
TàD Nangis / Saint-Just,TàD,TàD Nangis / Saint-Just,IDFM:425318,,Mairie,48.61285233183144,3.11660822818706
TàD Roissy Saint-Pathus,TàD,TàD Roissy Saint-Pathus,IDFM:415841,,Mairie,49.06975827623527,2.8014463975319126
TàD Eaubonne Domont,TàD,TàD Eaubonne Domont,IDFM:14234,,Mairie,49.02740806452239,2.3270799681203056
TàD Roissy Othis,TàD,TàD Roissy Othis,IDFM:37984,,Mairie,49.05393584278329,2.678120276744317
TàD Goêle,TàD,TàD Goêle,IDFM:37984,,Mairie,49.05393584278329,2.678120276744317
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:413571,,Mairie,49.086699517653706,1.8734134088447647
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:29648,,Mairie,49.125943694388404,1.9502995929424185
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:29600,,Mairie,49.095325685980725,2.095130340689991
TàD 4592,TàD 4592,TàD 4592,IDFM:11918,,Mairie,48.662226328928746,2.3301519493884415
TàD 4592,TàD 4592,TàD 4592,IDFM:11919,,Mairie,48.66237648592101,2.329661192051808
TàD Luzarches - Goussainville,TàD,TàD Luzarches - Goussainville,IDFM:38635,,Mairie,49.120712046220696,2.4300363002261354
TàD Nangis / Saint-Just,TàD,TàD Nangis / Saint-Just,IDFM:9713,,Mairie,48.61257349732718,3.1165940418607327
TàD Roissy Fosses,TàD,TàD Roissy Fosses,IDFM:38784,,Mairie,49.09754893045887,2.5434317844610783
TàD Nangis / La-Chapelle-Rablais,TàD,TàD Nangis / La-Chapelle-Rablais,IDFM:9729,,Mairie,48.558080041480785,2.9154945419766394
TàD 4301/4530,TàD 4301,TàD 4301/4530,IDFM:477381,,Mairie,48.55128715634199,2.366623255612802
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:2250,,Mairie,49.13761587518784,1.9089647204816358
TàD 4306,TàD 4306,TàD 4306,IDFM:485645,,Mairie,48.481665976245466,2.348247927652961
TàD Roissy Saint-Pathus,TàD,TàD Roissy Saint-Pathus,IDFM:38377,,Mairie,49.06986612768112,2.8014186149426545
TàD Roissy Saint-Pathus,TàD,TàD Roissy Saint-Pathus,IDFM:38302,,Mairie,49.05028137482701,2.7704678576648694
TàD 3209,TàD 3209,TàD 3209,IDFM:10021,,Mairie,48.56664924462588,3.32293874408028
TàD 4301/4530,TàD 4301,TàD 4301/4530,IDFM:411647,,Mairie,48.5657833758686,2.3264104844491085
TàD 4308,TàD 4308,TàD 4308,IDFM:9512,,Mairie,48.51565639232455,2.4444111919863576
TàD 4318,TàD 4318,TàD 4318,IDFM:9512,,Mairie,48.51565639232455,2.4444111919863576
TàD 4308,TàD 4308,TàD 4308,IDFM:9498,,Mairie,48.5150031934806,2.4451628335765503
TàD 4318,TàD 4318,TàD 4318,IDFM:9498,,Mairie,48.5150031934806,2.4451628335765503
TàD Roissy Othis,TàD,TàD Roissy Othis,IDFM:38052,,Mairie,49.074419933673994,2.675283313060493
TàD Goêle,TàD,TàD Goêle,IDFM:38052,,Mairie,49.074419933673994,2.675283313060493
TàD Sud Meulan - Les Mureaux,TàD,TàD Sud Meulan - Les Mureaux,IDFM:32480,,Mairie,48.96716323871631,1.9338232423803439
TàD Nord Meulan - Les Mureaux,TàD,TàD Nord Meulan - Les Mureaux,IDFM:32588,,Mairie,49.02398913832853,1.8920991707102588
TàD Sud Meulan - Les Mureaux,TàD,TàD Sud Meulan - Les Mureaux,IDFM:32573,,Mairie,48.96469121893203,1.870102365777541
TàD Sud Meulan - Les Mureaux,TàD,TàD Sud Meulan - Les Mureaux,IDFM:32574,,Mairie,48.96459257090291,1.8701318268984575
TàD Luzarches - Goussainville,TàD,TàD Luzarches - Goussainville,IDFM:419485,,Mairie,49.07225490274034,2.389849182714729
TàD Roissy Fosses,TàD,TàD Roissy Fosses,IDFM:419495,,Mairie,49.097728230977516,2.543293281112435
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:29559,,Mairie,49.101363655648825,1.9668101037121775
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:29555,,Mairie,49.124194473994486,2.065280546588087
TàD 4595,TàD 4595,TàD 4595,IDFM:3176,,Mairie,48.64265098158697,2.2924642103062336
TàD Sud Meulan - Les Mureaux,TàD,TàD Sud Meulan - Les Mureaux,IDFM:13616,,Mairie,48.96741548566981,1.93387270559205
TàD Nord Meulan - Les Mureaux,TàD,TàD Nord Meulan - Les Mureaux,IDFM:32904,,Mairie,49.02405395820583,1.9199382779289547
TàD Roissy Fosses,TàD,TàD Roissy Fosses,IDFM:414483,,Mairie,49.078715936683025,2.499277563932171
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:29594,,Mairie,49.14790489728478,2.150174792471337
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:29597,,Mairie,49.135632403384335,2.14392196416238
TàD ZI Poincy,TàD,TàD ZI Poincy,IDFM:4950,,Mairie,48.968719199040926,2.934686264466788
TàD ZI Poincy,TàD,TàD ZI Poincy,IDFM:4951,,Mairie,48.96857526299838,2.9345771796038256
TàD 4306,TàD 4306,TàD 4306,IDFM:7409,,Mairie,48.45692323064382,2.3252503628600576
TàD 4344,TàD 4344,TàD 4344,IDFM:7409,,Mairie,48.45692323064382,2.3252503628600576
TàD Roissy Saint-Pathus,TàD,TàD Roissy Saint-Pathus,IDFM:423783,,Mairie,49.050040714969235,2.7715769778318005
TàD 4306,TàD 4306,TàD 4306,IDFM:7391,,Mairie,48.45696874817357,2.325344457491436
TàD 4344,TàD 4344,TàD 4344,IDFM:7391,,Mairie,48.45696874817357,2.325344457491436
TàD 4305,TàD 4305,TàD 4305,IDFM:480260,,Mairie,48.49285936320734,2.3601955357913136
TàD 4305,TàD 4305,TàD 4305,IDFM:7387,,Mairie,48.43767648801004,2.3538097670340337
TàD 4344,TàD 4344,TàD 4344,IDFM:7387,,Mairie,48.43767648801004,2.3538097670340337
TàD 4305,TàD 4305,TàD 4305,IDFM:7386,,Mairie,48.4378480755035,2.353929342699609
TàD 4344,TàD 4344,TàD 4344,IDFM:7386,,Mairie,48.4378480755035,2.353929342699609
TàD 4342,TàD 4342,TàD 4342,IDFM:7365,,Mairie,48.35668705712025,2.3775109411909563
TàD 4343,TàD 4343,TàD 4343,IDFM:7365,,Mairie,48.35668705712025,2.3775109411909563
TàD 4342,TàD 4342,TàD 4342,IDFM:7364,,Mairie,48.356632864596406,2.3774710829173142
TàD 4343,TàD 4343,TàD 4343,IDFM:7364,,Mairie,48.356632864596406,2.3774710829173142
TàD 4342,TàD 4342,TàD 4342,IDFM:7369,,Mairie,48.40629481659434,2.2640933544746065
TàD 4342,TàD 4342,TàD 4342,IDFM:7368,,Mairie,48.40630297425342,2.2639581133943323
TàD Eaubonne Domont,TàD,TàD Eaubonne Domont,IDFM:427867,,Mairie,49.02802605212393,2.327408265868608
TàD Roissy Othis,TàD,TàD Roissy Othis,IDFM:423581,,Mairie,49.074860433384735,2.6752531831225292
TàD Goêle,TàD,TàD Goêle,IDFM:423581,,Mairie,49.074860433384735,2.6752531831225292
TàD Eaubonne Domont,TàD,TàD Eaubonne Domont,IDFM:13255,,Mairie,49.008698146786756,2.2847725205138554
TàD 4342,TàD 4342,TàD 4342,IDFM:7296,,Mairie,48.41757283983783,2.3781279120133876
TàD 4343,TàD 4343,TàD 4343,IDFM:7296,,Mairie,48.41757283983783,2.3781279120133876
TàD 4342,TàD 4342,TàD 4342,IDFM:7297,,Mairie,48.41779668216854,2.3779225315167296
TàD 4342,TàD 4342,TàD 4342,IDFM:7284,,Mairie,48.36021648858592,2.388364238481163
TàD 4343,TàD 4343,TàD 4343,IDFM:7284,,Mairie,48.36021648858592,2.388364238481163
TàD 4342,TàD 4342,TàD 4342,IDFM:7285,,Mairie,48.360422016511336,2.388091835028489
TàD 4343,TàD 4343,TàD 4343,IDFM:7285,,Mairie,48.360422016511336,2.388091835028489
TàD 4342,TàD 4342,TàD 4342,IDFM:7286,,Mairie,48.342243170009354,2.3196484393715155
TàD 4342,TàD 4342,TàD 4342,IDFM:7287,,Mairie,48.342153590925506,2.319717077833401
TàD 4595,TàD 4595,TàD 4595,IDFM:10174,,Mairie,48.64256978914698,2.2924245871971842
TàD 4305,TàD 4305,TàD 4305,IDFM:485653,,Mairie,48.49292430038563,2.36056018500943
TàD Roissy Fosses,TàD,TàD Roissy Fosses,IDFM:423611,,Mairie,49.078822975165664,2.4990712180102346
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:29711,,Mairie,49.154308861886626,2.171125132969125
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:29714,,Mairie,49.12808219497855,2.171256936997458
TàD Bassin Chellois,TàD,TàD Bassin Chellois,IDFM:19061,,Mairie,48.878075843580696,2.591018507331081
TàD Dimanche,TàD,TàD Dimanche,IDFM:19061,,Mairie,48.878075843580696,2.591018507331081
TàD Desserte Hôpital,TàD,TàD Desserte Hôpital,IDFM:19061,,Mairie,48.878075843580696,2.591018507331081
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:29721,,Mairie,49.096425476987356,2.1900973330681293
TàD 6131,TàD 6131,TàD 6131,IDFM:20380,,Mairie - Tarron,48.78196958476922,2.1903989318690633
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:29513,,Mairie - Église,49.1400442622945,2.111274067427276
TàD Vexin Est,TàD,TàD Vexin Est,IDFM:422961,,Mairie / Le Christ,49.17358074465976,2.0465204937910872
TàD Roissy Goussainville,TàD,TàD Roissy Goussainville,IDFM:477082,,Mairie / Les Noues,49.03223715986987,2.4739069645028193
TàD Roissy Goussainville,TàD,TàD Roissy Goussainville,IDFM:38013,,Mairie / Les Noues,49.03204965503787,2.4742097190164385
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:22523,,Mairie Annexe,48.97935366729131,2.4229388890623884
TàD Roissy Sarcelles,TàD,TàD Roissy Sarcelles,IDFM:20533,,Mairie Annexe,48.98056869018957,2.4250293040178597
TàD 6131,TàD 6131,TàD 6131,IDFM:12754,,Mairie Annexe,48.79744794820538,2.194290590623773
TàD Luzarches - Goussainville,TàD,TàD Luzarches - Goussainville,IDFM:495742,,Mairie Annexe de Puiseux-en-France,49.057628267320894,2.5008765989258674
TàD Nord Meulan - Les Mureaux,TàD,TàD Nord Meulan - Les Mureaux,IDFM:32982,,Mairie d'Hardricourt,49.007903525644636,1.894315043534865
TàD Roissy Juilly,TàD,TàD Roissy Juilly,IDFM:40641,,Mairie de Compans,48.9938559910671,2.6631774478374495
